title	year	budget	length	rating	votes	r1	r2	r3	r4	r5	r6	r7	r8	r9	r10	mpaa	boxoffice	actor	actress	director	writer	Short	Drama	Comedy	Documentary	Adult	Action	Romance	Thriller	Animation	Family	Crime	Horror	Music	Adventure	Fantasy	Sci-Fi	Mystery	Biography	History	Sport	Musical	Western	War	Reality-TV	News	Talk-Show	Game-Show	Film-Noir	Lifestyle	Experimental	Erotica	Commercial
8MM	1999	40000000	123	6.5	96721	4.5	4.5	4.5	4.5	14.5	24.5	24.5	14.5	4.5	4.5	R	549364049	Voges,Torsten	Wolfe,Rachel(I)	Schumacher,Joel	Walker,AndrewKevin	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9 rota	2005	9500000	139	7.2	15121	4.5	4.5	4.5	4.5	4.5	14.5	24.5	24.5	14.5	14.5	R	355720	Zhukov,Oleg(II)	Rakhmanova,Irina	Bondarchuk,Fedor	Korotkov,Yuriy	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
A Beautiful Mind	2001	60000000	135	8.2	482626	4.5	4.5	4.5	4.5	4.5	4.5	14.5	34.5	24.5	14.5	PG-13	3491684218	Wolf,Warner	Weedon,Jennifer	Howard,Ron(I)	Nasar,Sylvia	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A Better Life	2011	10000000	98	7.2	11939	4.5	4.5	4.5	4.5	4.5	14.5	34.5	24.5	14.5	14.5	PG-13	17069330	Vallin,Isidro	Thomas,IsabellaRae	Weitz,Chris	Simon,RogerL.(I)	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A Bridge Too Far	1977	26000000	175	7.4	36210	4.5	4.5	4.5	4.5	4.5	14.5	24.5	24.5	14.5	4.5		50800000	York,Mark(I)	Ullmann,Liv	Attenborough,Richard	Ryan,Cornelius	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
A Broken Code	2012	900000	90	7.0	147	4.5	4.5	0	4.5	4.5	4.5	4.5	4.5	4.5	74.5		7853000	Yuen,Louis	Zialcita,Summer	Webber,JoshAbraham	Webber,JoshAbraham	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A Bronx Tale	1993	22000000	121	7.8	87448	4.5	4.5	4.5	4.5	4.5	4.5	24.5	34.5	14.5	14.5	R	17266971	Webber,Demond	vonArx,Nina	DeNiro,Robert	Palminteri,Chazz	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A Bug's Life	1998	120000000	95	7.0	268	4.5	4.5	4.5	4.5	4.5	14.5	24.5	14.5	4.5	24.5		4274934948	Warkol,Jordan	Tisdale,Ashley	Stanton,Andrew(I)	Stanton,Andrew(I)	0	0	1	0	0	0	0	0	1	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A Chemical Skyline	2010	1600	45	4.4	24	34.5	24.5	4.5	4.5	4.5	4.5	0	0	4.5	24.5		1100	Wroblewski,'Big'James	Pienkowski,Laura	Swinchock,Jason	Swinchock,Jason	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A Chorus Line	1985	27000000	113	6.0	6903	4.5	4.5	4.5	4.5	14.5	24.5	14.5	14.5	4.5	4.5		89372939	Wise,Scott(I)	Yeager,Barbara	Attenborough,Richard	Schulman,Arnold	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
A Christmas Carol	2009	200000000	96	6.8	61074	4.5	4.5	4.5	4.5	4.5	14.5	24.5	14.5	4.5	14.5	PG	325286646	Wetzel,Patrick	Zemeckis,Leslie(I)	Zemeckis,Robert	Zemeckis,Robert	0	1	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A Christmas Story	1983	4000000	94	8.1	97974	4.5	4.5	4.5	4.5	4.5	4.5	14.5	24.5	14.5	34.5		113697797	Wong,John(I)	Powrie,Christine	Clark,Bob(III)	Shepherd,Jean(I)	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A Cinderella Story	2004	20000000	95	5.8	52274	4.5	4.5	4.5	4.5	14.5	14.5	14.5	14.5	4.5	14.5	PG	638983970	Tobin,JohnH.	Zima,Madeline	Rosman,Mark	Dunlap,Leigh	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A Civil Action	1998	60000000	115	6.5	21383	4.5	4.5	4.5	4.5	14.5	24.5	34.5	14.5	4.5	4.5	PG-13	857991261	Wolande,Gene	Seymour,Racheal	Zaillian,Steven	Zaillian,Steven	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A Clockwork Orange	1971	2200000	136	8.4	457111	4.5	4.5	4.5	4.5	4.5	4.5	14.5	24.5	24.5	24.5		36389355	Wilson,Neil(I)	Wyeth,Katya	Kubrick,Stanley	Kubrick,Stanley	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A Day Without a Mexican	2004	1500000	100	4.7	2696	14.5	4.5	4.5	4.5	14.5	14.5	14.5	4.5	4.5	14.5	R	81721169	Zulueta,Ogie	Yeo,Gwendoline	Arau,Sergio	Guerrero,Sergio(III)	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A Dirty Shame	2004	15000000	84	5.1	10081	14.5	4.5	4.5	14.5	14.5	14.5	14.5	4.5	4.5	4.5	R	7849996	Wilson,ChristopherGlenn	Young,Nancy(III)	Waters,John(I)	Waters,John(I)	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A Dog of Flanders	1999	7000000	100	6.3	749	4.5	4.5	4.5	4.5	14.5	14.5	14.5	14.5	4.5	14.5	PG	8962303	Warden,Jack	Vercammen,Katarina	Brodie,Kevin	Singer,Robert(II)	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A Farewell to Arms	1957	4353000	141	5.9	1659	4.5	4.5	4.5	4.5	14.5	24.5	14.5	4.5	4.5	4.5		25000000	Trieste,Leopoldo	Stritch,Elaine	Vidor,Charles	Stallings,Laurence	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
A Few Good Men	1992	40000000	138	7.6	161079	4.5	4.5	4.5	4.5	4.5	4.5	24.5	34.5	14.5	14.5	R	486480356	Wyle,Noah	Winchester,Maud	Reiner,Rob	Sorkin,Aaron	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A Fish Called Wanda	1988	7500000	108	7.6	99440	4.5	4.5	4.5	4.5	4.5	4.5	24.5	34.5	14.5	14.5		120463710	Simeon,David	Twomey,Sharon	Crichton,Charles(I)	Crichton,Charles(I)	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A Four Letter Word	2007	125000	87	5.5	681	4.5	4.5	4.5	14.5	14.5	14.5	14.5	4.5	4.5	14.5		388389	Zeffer,Andy	Tarlton,Sue	Andreas,Casper	Archer,Jesse	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A Good Day to Die Hard	2013	92000000	101	5.3	144114	4.5	4.5	4.5	14.5	24.5	24.5	14.5	4.5	4.5	4.5	R	303723695	Árpa,Attila	Winstead,MaryElizabeth	Moore,John(V)	Woods,Skip	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A Good Man in Africa	1994	20000000	94	5.0	1860	4.5	4.5	4.5	14.5	24.5	24.5	4.5	4.5	4.5	4.5	R	2308390	Thage,Peter	Whalley,Joanne	Beresford,Bruce	Boyd,William(II)	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A Good Year	2006	35000000	117	6.9	62567	4.5	4.5	4.5	4.5	4.5	14.5	34.5	24.5	4.5	4.5	PG-13	76528980	Young,CraigRobert	Woch,Magali	Scott,Ridley	Mayle,Peter	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A Guy Named Joe	1943	2627000	122	7.0	1392	4.5	4.5	4.5	4.5	4.5	14.5	24.5	14.5	4.5	14.5		5363000	Woodruff,Richard(I)	Williams,Kay(XI)	Fleming,Victor(I)	Trumbo,Dalton	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
A Guy Thing	2003	20000000	101	5.6	13108	4.5	4.5	4.5	4.5	24.5	24.5	14.5	4.5	4.5	4.5	PG-13	65339229	Young,Jonathon(I)	Thorpe,Stephanie(I)	Koch,Chris(I)	Wrubel,Bill	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A Hard Day's Night	1964	560000	87	7.7	28064	4.5	4.5	4.5	4.5	4.5	4.5	14.5	24.5	14.5	24.5		18628419	Young,Jerry(VIII)	Williams,Tina(I)	Lester,Richard(I)	Owen,Alun	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A Haunted House	2013	2000000	86	5.0	29468	4.5	4.5	4.5	14.5	14.5	14.5	14.5	4.5	4.5	14.5	R	60141683	Wayans,Marlon	Ubach,Alanna	Tiddes,Michael	Wayans,Marlon	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A Haunted House 2	2014	3500000	86	4.7	10229	14.5	4.5	4.5	14.5	14.5	14.5	4.5	4.5	4.5	14.5	R	123992772	Wayans,Marlon	Whitley,Kym	Tiddes,Michael	Wayans,Marlon	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A History of Violence	2005	32000000	96	7.5	168425	4.5	4.5	4.5	4.5	4.5	14.5	24.5	34.5	14.5	4.5	R	506465639	Watson,John(IV)	Reilly,Martha	Cronenberg,David	Wagner,John(III)	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A Home at the End of the World	2004	6500000	97	6.8	11322	4.5	4.5	4.5	4.5	4.5	14.5	24.5	14.5	4.5	14.5	R	1548955	Smith,Erik(IV)	Wright,Robin(V)	Mayer,Michael(VI)	Cunningham,Michael(III)	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A Home of Our Own	1993	12000000	104	7.0	2024	4.5	4.5	4.5	4.5	4.5	14.5	24.5	14.5	4.5	14.5	PG	1703282	Ward,Melvin	Wood,Tamilisa	Bill,Tony(I)	Duncan,PatrickSheane	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A Knight's Tale	2001	65000000	144	6.9	121747	4.5	4.5	4.5	4.5	4.5	14.5	24.5	14.5	4.5	14.5	PG-13	817670624	Tudyk,Alan	Sossamon,Shannyn	Helgeland,Brian	Helgeland,Brian	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A League of Their Own	1992	40000000	128	7.2	63364	4.5	4.5	4.5	4.5	4.5	14.5	24.5	24.5	14.5	14.5	PG	264880138	Wilder,Alan(I)	Wilson,Patricia(I)	Marshall,Penny(I)	Wilson,Kim(III)	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
A Life Less Ordinary	1997	12000000	103	6.4	28209	4.5	4.5	4.5	4.5	14.5	24.5	24.5	14.5	4.5	4.5	R	4700000	Winkler,Mel	Schaub,Mary-Cristina	Boyle,Danny	Hodge,John(I)	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A Little Princess	1995	17000000	97	7.7	22117	4.5	4.5	4.5	4.5	4.5	4.5	14.5	24.5	14.5	24.5		10019307	Winters,Time	Vale,London	Cuarón,Alfonso	LaGravenese,Richard	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A Long Way Off	2014	500000	105	6.4	51	14.5	4.5	4.5	4.5	14.5	14.5	14.5	14.5	4.5	14.5	PG	27013	VanOwen,Alec	White,Simone(III)	Errington,John	McGlothlin,Gerald	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A Lot Like Love	2005	30000000	107	6.6	53428	4.5	4.5	4.5	4.5	14.5	24.5	24.5	14.5	4.5	14.5	PG-13	191461478	Stamberg,Josh	Wittner,Julie	Cole,Nigel(I)	Lynch,ColinPatrick	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A Low Down Dirty Shame	1994	10000000	100	5.7	3435	4.5	4.5	4.5	14.5	14.5	24.5	14.5	4.5	4.5	4.5	R	29392418	Woolley,Derek	Wayans,Kim	Wayans,KeenenIvory	Wayans,KeenenIvory	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A Man Apart	2003	36000000	109	6.1	35140	4.5	4.5	4.5	4.5	14.5	24.5	24.5	14.5	4.5	4.5	R	44350926	Verdu,Santiago	Taylor,Erica(I)	Gray,F.Gary	Scheuring,Paul	0	1	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A Man Called... Rainbo	1990	35000	99	5.5	164	24.5	4.5	4.5	4.5	4.5	4.5	4.5	4.5	4.5	34.5		1300000	White,Roy(I)	Zann,Pia	Schnitzer,RobertAllen	Altizer,Scott	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A Man for All Seasons	1966	2000000	120	8.0	20906	4.5	4.5	4.5	4.5	4.5	4.5	14.5	24.5	14.5	24.5		28350000	Zimmerman,Matt(I)	York,Susannah	Zinnemann,Fred	Bolt,Robert	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
A Midnight Clear	1992	5000000	108	7.2	6678	4.5	4.5	4.5	4.5	4.5	14.5	24.5	24.5	14.5	14.5	R	1526697	Whaley,Frank(I)	Griffin,Rachel(I)	Gordon,Keith(I)	Wharton,William	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
A Midsummer Night's Dream	1999	11000000	116	3.2	14	64.5	0	4.5	4.5	0	0	0	0	4.5	14.5	PG-13	224809235	Yearsley,Ross	Wilson,XeniaF.	MacGibbon,Ross	Shakespeare,William(I)	0	0	1	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A Mighty Heart	2007	16000000	108	6.7	22862	4.5	4.5	4.5	4.5	4.5	14.5	24.5	14.5	4.5	4.5	R	16686371	Zaman,Azdin	Shindler,Amy	Winterbottom,Michael	Pearl,Mariane	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0
A Million Ways to Die in the West	2014	40000000	135	6.2	97928	4.5	4.5	4.5	4.5	14.5	24.5	24.5	14.5	4.5	4.5	R	85989748	Zafarano,Giacomo(I)	Whitman,Mae	MacFarlane,Seth	Wild,Wellesley	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
A Most Violent Year	2014	20000000	125	7.3	9227	4.5	4.5	4.5	4.5	4.5	14.5	24.5	24.5	14.5	4.5	R	15543572	Walters,Bill(IV)	Williams,Ashley(I)	Chandor,J.C.	Chandor,J.C.	0	1	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A Night at the Roxbury	1998	17000000	82	6.2	44408	4.5	4.5	4.5	4.5	14.5	14.5	14.5	14.5	4.5	14.5	PG-13	375618030	Wise,Jim(I)	Weisinger,Tina	Heckerling,Amy	Koren,Steve	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A Nightmare on Elm Street	1984	1800000	91	7.5	125054	4.5	4.5	4.5	4.5	4.5	14.5	24.5	24.5	14.5	14.5		76835350	Whipp,Joseph	Yannouli,Antonia	Craven,Wes	Craven,Wes	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A Nightmare on Elm Street	2010	27000000	95	5.2	66244	4.5	4.5	4.5	14.5	14.5	24.5	14.5	4.5	4.5	4.5	R	113400000	Yoo,Aaron	Uteg,Leah	Bayer,Samuel	Strick,Wesley	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A Nightmare on Elm Street 3: Dream Warriors	1987	4500000	88	6.5	41562	4.5	4.5	4.5	4.5	14.5	24.5	24.5	14.5	4.5	4.5		1009118505	Wasson,Craig	Sudrow,Penelope	Russell,Chuck(I)	Wagner,Bruce(I)	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A Nightmare on Elm Street 4: The Dream Master	1988	7000000	99	5.6	30596	4.5	4.5	4.5	14.5	24.5	24.5	14.5	4.5	4.5	4.5		827769897	Yablans,Mickey	Wilcox,Lisa	Harlin,Renny	Wheat,Ken	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A Nightmare on Elm Street Part 2: Freddy's Revenge	1985	2200000	87	5.3	36151	4.5	4.5	4.5	14.5	24.5	24.5	14.5	4.5	4.5	4.5		152776968	Wimmer,Brian	Willette,JoAnn	Sholder,Jack	Craven,Wes	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A Nightmare on Elm Street: The Dream Child	1989	8000000	89	5.1	25134	4.5	4.5	4.5	14.5	24.5	14.5	14.5	4.5	4.5	4.5		254266443	Vallo,James	Wilcox,Lisa	Hopkins,Stephen(I)	Spector,Craig(I)	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A Passage to India	1984	16000000	164	7.4	11449	4.5	4.5	4.5	4.5	4.5	14.5	24.5	24.5	14.5	4.5		305109641	Winter-Stanbridge,Richard	Pemberton,Antonia	Lean,David(I)	RamaRau,Santha	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
A Perfect Getaway	2009	14000000	108	6.5	51424	4.5	4.5	4.5	4.5	14.5	24.5	34.5	14.5	4.5	4.5	R	63530435	Zahn,Steve	Sun,Angela	Twohy,David	Twohy,David	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A Perfect World	1993	30000000	125	7.5	51495	4.5	4.5	4.5	4.5	4.5	14.5	24.5	34.5	14.5	14.5	PG-13	135200000	Woods,KevinJamal	Wottrich,Katy	Eastwood,Clint	Hancock,JohnLee	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A Place Called Chiapas	1998	891000	89	7.5	243	4.5	4.5	4.5	4.5	4.5	14.5	14.5	24.5	14.5	14.5		408905	RuizGarcía,Samuel		Wild,Nettie	Wild,Nettie	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A Plumm Summer	2007	4200000	99	6.1	312	4.5	4.5	4.5	4.5	14.5	14.5	14.5	14.5	4.5	24.5	PG	5357772	Winkler,Henry	Sumner,Fuschia	Zelder,Caroline	Zelder,Caroline	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A Polish Vampire in Burbank	1985	3000	84	4.9	203	24.5	4.5	4.5	14.5	14.5	4.5	14.5	4.5	4.5	14.5		500000	Waisbren,Brad	Wheatley,Catharine	Pirro,Mark	Pirro,Mark	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A Prairie Home Companion	2006	10000000	105	6.8	18603	4.5	4.5	4.5	4.5	4.5	14.5	24.5	24.5	14.5	14.5	PG-13	337346353	Williams,Robin(VI)	Williams,Linda(XI)	Altman,Robert(I)	LaZebnik,Ken	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A Prayer for the Dying	1987	6000000	107	6.4	3076	4.5	4.5	4.5	4.5	14.5	24.5	24.5	14.5	4.5	4.5		1432687	Warwick,Norman(II)	Wade,Margaret	Hodges,Mike(I)	Ward,Edmund	0	1	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A Reasonable Man	1999	61000	103	6.9	304	4.5	4.5	4.5	4.5	4.5	14.5	14.5	24.5	14.5	14.5		45000	Swanby,Grant	Xaba,Nomsa	Hood,Gavin(I)	Hood,Gavin(I)	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A Resurrection	2013	5000000	89	3.9	1278	14.5	14.5	14.5	14.5	14.5	4.5	4.5	4.5	4.5	4.5	R	21460	Willig,Matthew	Wolk,Morgan	Orlando,Matt(I)	Orlando,Matt(I)	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A Romance of the Redwoods	1917	134832	70	7.0	582	4.5	4.5	4.5	4.5	4.5	4.5	44.5	24.5	4.5	4.5		424719	Ogle,Charles	Pickford,Mary	DeMille,CecilB.	Macpherson,Jeanie	0	1	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0
A Room with a View	1985	3000000	117	7.4	25841	4.5	4.5	4.5	4.5	4.5	14.5	24.5	24.5	14.5	14.5		501519439	Wilby,James(I)	Ward,Margaret(I)	Ivory,James	PrawerJhabvala,Ruth	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A Scanner Darkly	2006	8500000	100	7.1	80851	4.5	4.5	4.5	4.5	4.5	14.5	24.5	24.5	14.5	14.5	R	7659918	Webster,Ken(I)	Valdez,Natasha	Linklater,Richard	Linklater,Richard	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A Serious Man	2009	7000000	106	7.0	89071	4.5	4.5	4.5	4.5	4.5	14.5	24.5	24.5	14.5	4.5	R	71268166	Wyner,George	Wilkens,Claudia	Coen,Joel	Coen,Joel	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A Simple Plan	1998	17000000	121	7.5	46181	4.5	4.5	4.5	4.5	4.5	4.5	24.5	34.5	14.5	4.5	R	261130729	Watton,Roger	Woolever,Mary	Raimi,Sam	Smith,ScottB.(I)	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A Simple Wish	1997	28000000	89	5.3	3893	4.5	4.5	4.5	14.5	24.5	14.5	14.5	4.5	4.5	4.5	PG	46486185	Williams,JohnDouglas	Wilson,Mara	Ritchie,Michael(I)	Rothberg,Jeff(I)	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A Single Man	2009	7000000	99	7.6	73624	4.5	4.5	4.5	4.5	4.5	4.5	24.5	24.5	14.5	14.5	R	94421619	Sievers,Gary	Weber,Aline	Ford,Tom(VIII)	Scearce,David	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A Smile Like Yours	1997	18000000	98	4.7	1121	4.5	4.5	14.5	14.5	24.5	14.5	4.5	4.5	4.5	4.5	R	12822128	Zajonc,Robert'BobbyZ'	Swee,Helen	Samples,Keith	Samples,Keith	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A Soldier's Story	1984	6000000	101	7.2	5967	4.5	4.5	4.5	4.5	4.5	14.5	34.5	24.5	14.5	14.5		183475642	Young,WilliamAllen	LaBelle,Patti	Jewison,Norman	Fuller,Charles(I)	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
A Sound of Thunder	2005	52000000	101	4.1	15347	14.5	14.5	14.5	14.5	14.5	14.5	4.5	4.5	4.5	4.5	PG-13	5989640	Zirner,August	Rooper,Jemima	Hyams,Peter	Poirier,Gregory	0	0	0	0	0	1	0	1	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A Star Is Born	1937	1173639	111	7.7	4803	4.5	4.5	4.5	4.5	4.5	4.5	24.5	24.5	14.5	14.5		4360000	Wilson,Clarence(I)	Wood,Peggy(I)	Wellman,WilliamA.	Wellman,WilliamA.	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A Star Is Born	1954	5019770	169	7.8	9764	4.5	4.5	4.5	4.5	4.5	4.5	14.5	24.5	14.5	24.5		18346880	Wyman,Stephen(I)	Young,Mary(I)	Cukor,George	Wellman,WilliamA.	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
A Star Is Born	1976	6000000	139	6.5	4473	4.5	4.5	4.5	4.5	14.5	14.5	14.5	14.5	4.5	24.5		72000000	Utley,Mike(I)	Streisand,Barbra	Pierson,Frank(I)	Wellman,WilliamA.	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
