title	year	budget	length	rating	votes	r1	r2	r3	r4	r5	r6	r7	r8	r9	r10	mpaa	boxoffice	actor	actress	director	writer	Short	Drama	Comedy	Documentary	Adult	Action	Romance	Thriller	Animation	Family	Crime	Horror	Music	Adventure	Fantasy	Sci-Fi	Mystery	Biography	History	Sport	Musical	Western	War	Reality-TV	News	Talk-Show	Game-Show	Film-Noir	Lifestyle	Experimental	Erotica	Commercial
Teenage Thunder	1957	46000	78	5.9	25	0	14.5	4.5	14.5	4.5	24.5	24.5	0	4.5	14.5		1000000	Russell,Bing	McKinnon,Mona	Helmick,Paul	Makoul,Rudy	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Telling Lies in America	1997	4000000	101	6.3	1783	4.5	4.5	4.5	4.5	14.5	24.5	24.5	14.5	4.5	4.5	PG-13	631314	Woyton,John	Woodson,Stacey	Ferland,Guy(I)	Eszterhas,Joe	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tempest	1982	13000000	142	6.5	1679	4.5	4.5	4.5	4.5	14.5	14.5	14.5	14.5	4.5	14.5		5005245	Tremont,Mike	Spagnuolo,Filomena	Mazursky,Paul	Shakespeare,William(I)	0	1	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ten to Chi to	1990	42000000	125	7.1	697	4.5	4.5	4.5	4.5	4.5	14.5	24.5	14.5	14.5	24.5		307775	Ôtaki,Hideji	Zaizen,Naomi	Kadokawa,Haruki	Yoshiwara,Isao	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Tennessee	2008	4000000	99	5.5	630	14.5	4.5	4.5	4.5	4.5	14.5	14.5	4.5	4.5	34.5	R	25417	Vervoort,Lee	Traister,SheilaIvy	Woodley,Aaron	Schaumburg,Russell	0	1	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tequila Body Shots	1999	1700000	97	3.8	291	14.5	14.5	14.5	14.5	14.5	4.5	4.5	4.5	4.5	14.5	R	23144	Zumbrum,Harley	Weitzel,Monica	Shyu,Tony	Shyu,Tony	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tequila Sunrise	1988	23000000	115	5.9	20711	4.5	4.5	4.5	4.5	14.5	24.5	24.5	4.5	4.5	4.5		41292551	Zamora,Del	Sylbert-Torres,DaisyAlexandra	Towne,Robert(I)	Towne,Robert(I)	0	1	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Terminal Velocity	1994	50000000	97	5.4	9751	4.5	4.5	4.5	14.5	24.5	24.5	14.5	4.5	4.5	4.5	PG-13	16478900	Wilson,JamesR.(I)	Vazquez,Martha	Sarafian,Deran	Twohy,David	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Terminator 2: Judgment Day	1991	102000000	154	8.2	1316	4.5	4.5	4.5	4.5	4.5	4.5	14.5	24.5	24.5	34.5	R	519843345	Young,Ron(I)	Rogers,Stephanie(I)	Petro,George	WisherJr.,William	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Terminator 3: Rise of the Machines	2003	200000000	109	6.3	3565	4.5	4.5	4.5	4.5	14.5	24.5	24.5	14.5	4.5	4.5	R	277271324	Zieff,Rick	Tilney,Rebecca	Mostow,Jonathan	Sarafian,Tedi	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Terminator Salvation	2009	200000000	118	5.5	282	4.5	4.5	4.5	4.5	14.5	14.5	14.5	4.5	4.5	14.5	R	371353001	Zayani,Foued	Sheh,Stephanie(I)	McG	Wendschuh,M.Dooma	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Terms of Endearment	1983	8000000	132	7.4	34887	4.5	4.5	4.5	4.5	4.5	14.5	24.5	24.5	14.5	14.5		1916501700	Wohl,David(I)	Yeakey,Tara	Brooks,JamesL.	McMurtry,Larry	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Terror Firmer	1999	500000	124	6.2	3676	4.5	4.5	4.5	4.5	4.5	14.5	14.5	14.5	4.5	14.5	R	1434	Zedd,Nick	Wenden,Sheri	Kaufman,Lloyd	Kaufman,Lloyd	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tess	1979	12000000	172	7.3	9618	4.5	4.5	4.5	4.5	4.5	14.5	24.5	24.5	14.5	14.5		20093330	Weston,Graham(I)	Warnod,Elodie	Polanski,Roman(I)	Polanski,Roman(I)	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tess of the Storm Country	1922	400000	137	7.4	308	4.5	4.5	4.5	4.5	4.5	14.5	14.5	24.5	14.5	24.5		927953	Torrence,David	Villiers,Mavis	Robertson,JohnS.(I)	White,GraceMiller	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tetro	2009	5000000	127	6.9	9894	4.5	4.5	4.5	4.5	4.5	14.5	24.5	24.5	14.5	4.5	R	6342657	Gallo,Vincent	Verdú,Maribel	Coppola,FrancisFord	Kartun,Mauricio	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Texas Chainsaw 3D	2013	10000000	92	4.8	30026	4.5	4.5	4.5	14.5	14.5	14.5	4.5	4.5	4.5	4.5	R	47241945	Yeager,Dan(V)	VanZandt,Pamela	Luessenhop,John	Susco,Stephen	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Texas Rangers	2001	38000000	86	5.2	4361	4.5	4.5	4.5	14.5	24.5	24.5	14.5	4.5	4.5	4.5	PG-13	1491519	Williams,Gareth(I)	Varela,Leonor(I)	Miner,Steve(I)	Durham,George	0	1	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Thank God It's Friday	1978	2200000	89	5.0	1482	4.5	4.5	4.5	14.5	14.5	14.5	14.5	4.5	4.5	14.5		7300000	Wynne,Jonathan(I)	Winger,Debra	Klane,Robert	Klane,Robert	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Thank You for Smoking	2005	6500000	92	7.6	180576	4.5	4.5	4.5	4.5	4.5	4.5	24.5	34.5	14.5	4.5	R	510351333	Younan,James	Wright,Aloma	Reitman,Jason	Reitman,Jason	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
That Awkward Moment	2014	8000000	94	6.1	54695	4.5	4.5	4.5	4.5	14.5	24.5	24.5	14.5	4.5	4.5	R	199838627	Woodside,D.B.	Turen,Evelina	Gormican,Tom	Gormican,Tom	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
That Lady in Ermine	1948	2484000	89	5.8	421	4.5	4.5	4.5	14.5	14.5	24.5	14.5	4.5	4.5	4.5		1414000	York,Duke(I)	Mitchell,Belle	Preminger,Otto	Welisch,Ernst	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
That Thing You Do!	1996	26000000	149	6.8	45785	4.5	4.5	4.5	4.5	4.5	14.5	24.5	14.5	4.5	14.5	PG	336664209	Zahn,Steve	York,Jennifer(I)	Hanks,Tom	Hanks,Tom	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
That's Entertainment! III	1994	2500000	113	7.6	974	4.5	4.5	4.5	4.5	4.5	4.5	24.5	24.5	14.5	14.5		274794	Young,Roland(I)	Williams,Frances(II)	Sheridan,MichaelJ.	Sheridan,MichaelJ.	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
That's My Boy	2012	70000000	116	5.6	60747	4.5	4.5	4.5	4.5	14.5	24.5	14.5	4.5	4.5	14.5	R	58058367	Zwolle,Allen	Yee,Nancy(I)	Anders,Sean	Caspe,David	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
The 13th Warrior	1999	85000000	102	6.6	94577	4.5	4.5	4.5	4.5	14.5	24.5	24.5	14.5	4.5	4.5	R	29000000	Zahara,Alex	Willis,Susan(I)	McTiernan,John(I)	WisherJr.,William	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
The 24 Hour Woman	1999	2500000	93	5.8	314	4.5	4.5	4.5	14.5	14.5	14.5	14.5	14.5	4.5	4.5	R	521221	Williams,J.D.(I)	Washington,AliciaRenee	Savoca,Nancy	Savoca,Nancy	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
The 24th Day	2004	1000000	96	6.6	2964	4.5	4.5	4.5	4.5	4.5	14.5	24.5	14.5	14.5	14.5	R	42568	Zach(IX)	Vergara,Sofía	Piccirillo,Tony(I)	Piccirillo,Tony(I)	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
The 300 Spartans	1962	8500000	114	6.7	5199	4.5	4.5	4.5	4.5	4.5	14.5	24.5	14.5	4.5	14.5		76520000	Zannino	Wakefield,Anne	Maté,Rudolph	St.George,George	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
The 40 Year Old Virgin	2005	26000000	133	7.2	270696	4.5	4.5	4.5	4.5	4.5	14.5	24.5	24.5	14.5	4.5	R	177378645	Yarbrough,Cedric	Wells,ChristaNicole	Apatow,Judd	Carell,Steve	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
The 40,000	2009	21000	44	7.2	11	4.5	0	0	4.5	4.5	0	14.5	14.5	4.5	24.5		55600	Stewart,Malcolm(I)	Cronin,Rachel	Levy,BarryW.	Levy,BarryW.	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0
The 51st State	2001	28000000	93	6.3	40466	4.5	4.5	4.5	4.5	14.5	24.5	24.5	14.5	4.5	4.5	R	17842323	Whitmey,Nigel	Williams,Natalie(V)	Yu,Ronny	Pavlou,Stel	0	0	1	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
The 5th Quarter	2010	6000000	90	5.7	1176	4.5	4.5	4.5	4.5	14.5	14.5	14.5	4.5	4.5	24.5	PG-13	601953	Yelton,WilliamSmith	Williams,StephanieGail	Bieber,Rick	Bieber,Rick	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0
The 6th Day	2000	82000000	123	5.9	91341	4.5	4.5	4.5	4.5	24.5	34.5	24.5	4.5	4.5	4.5	PG-13	96085477	vonHuene,Walter	Wynter,Sarah(I)	Spottiswoode,Roger	Wibberley,Marianne	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
The A-Team	2010	110000000	117	6.8	188704	4.5	4.5	4.5	4.5	4.5	14.5	24.5	24.5	4.5	4.5	PG-13	177238796	Wright,ShannonChristopher	Maier,Anne(I)	Carnahan,Joe	Woods,Skip	0	0	1	0	0	1	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
The Abyss	1989	69500000	171	7.6	116540	4.5	4.5	4.5	4.5	4.5	4.5	24.5	34.5	14.5	14.5	PG-13	180000196	WisherJr.,William	Yancy,Emily	Cameron,James(I)	Cameron,James(I)	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
The Accused	1988	6000000	111	7.1	21527	4.5	4.5	4.5	4.5	4.5	14.5	34.5	24.5	4.5	4.5		32069318	Winlaw,Mike	Williams,Denalda	Kaplan,Jonathan(I)	Topor,Tom	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
The Act of Killing	2012	1000000	96	8.2	16546	4.5	4.5	4.5	4.5	4.5	4.5	14.5	24.5	24.5	24.5		5610312	Zulkadry,Adi		Oppenheimer,Joshua(II)		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
The Addams Family	1991	38000000	99	6.8	84032	4.5	4.5	4.5	4.5	4.5	24.5	34.5	14.5	4.5	4.5		383004426	Zimmerman,Joe(I)	Wilson,Elizabeth(I)	Sonnenfeld,Barry	Wilson,Larry(I)	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
The Adjustment Bureau	2011	50200000	106	7.1	178404	4.5	4.5	4.5	4.5	4.5	14.5	34.5	24.5	4.5	4.5	PG-13	127869379	Yang,Rob	Warren,Amanda(II)	Nolfi,George	Nolfi,George	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
The Adventures of Baron Munchausen	1988	46630000	126	7.2	37573	4.5	4.5	4.5	4.5	4.5	14.5	24.5	24.5	14.5	14.5		8083123	Williams,Robin(I)	Thurman,Uma	Gilliam,Terry	Raspe,RudolphErich	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
The Adventures of Bob & Doug McKenzie: Strange Brew	1983	4000000	90	6.8	11534	4.5	4.5	4.5	4.5	4.5	14.5	24.5	14.5	4.5	14.5		8571374	Windsor,Robert(I)	Wilcox,MaryCharlotte	Thomas,Dave(I)	Thomas,Dave(I)	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
The Adventures of Elmo in Grouchland	1999	17000000	89	5.7	1843	4.5	4.5	4.5	4.5	14.5	24.5	14.5	4.5	4.5	14.5		105574279	Yates,Lucky	Williams,Vanessa(V)	Halvorson,Gary	Mazzarino,Joey	0	0	1	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
The Adventures of Ford Fairlane	1990	49000000	104	6.2	13214	4.5	4.5	4.5	4.5	4.5	14.5	14.5	14.5	4.5	14.5		21413502	Zuelke,Mark	Wuhrer,Kari	Harlin,Renny	Weiner,Rex(I)	0	0	1	0	0	1	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
The Adventures of Huck Finn	1993	6500000	108	6.1	5893	4.5	4.5	4.5	4.5	14.5	24.5	24.5	14.5	4.5	4.5	PG	24103594	Zuckerman,Alex(I)	Zinser,Marion	Sommers,Stephen	Twain,Mark	0	1	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
The Adventures of Pinocchio	1996	25000000	90	7.3	30	4.5	0	0	14.5	4.5	4.5	24.5	4.5	14.5	34.5		142830427	Woodward,Sean(II)	Zagaria,Anita	Berris,Ken	Mills,Sherry(I)	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
The Adventures of Pluto Nash	2002	100000000	95	3.7	18645	14.5	14.5	14.5	14.5	14.5	14.5	4.5	4.5	4.5	4.5	PG-13	2683893	Yuen,Russell	White,Diane(II)	Underwood,Ron(I)	Cuthbert,Neil	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
The Adventures of Robin Hood	1938	1900000	102	8.0	35844	4.5	4.5	4.5	4.5	4.5	4.5	14.5	24.5	14.5	24.5	PG	3981000	Wisberg,Claude	Shaw,Janet(I)	Keighley,William	Raine,NormanReilly	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
The Adventures of Rocky & Bullwinkle	2000	76000000	92	4.1	15543	14.5	14.5	14.5	14.5	14.5	14.5	4.5	4.5	4.5	4.5	PG	321161945	Young,Harrison(I)	Wilson,JaneEdith	McAnuff,Des	Ward,Jay(I)	0	0	1	0	0	0	0	0	1	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
The Adventures of Tintin	2011	130000000	107	7.4	157845	4.5	4.5	4.5	4.5	4.5	14.5	24.5	24.5	14.5	4.5	PG	371940071	Starr,Joe(I)	Stengel,Kim	Spielberg,Steven	Wright,Edgar	0	0	0	0	0	1	0	0	1	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
The Affairs of Cellini	1934	549370	80	6.2	228	4.5	4.5	4.5	14.5	14.5	24.5	24.5	4.5	4.5	4.5		88890	Wilson,Harry(I)	Wray,Fay	LaCava,Gregory	Meredyth,Bess	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
The Afflicted	2010	180000	85	4.6	844	14.5	4.5	14.5	14.5	14.5	14.5	4.5	4.5	4.5	4.5		266014	Stafford,Ron(II)	Trull,Tammy	Stoddard,Jason		0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
The Age of Innocence	1993	30000000	139	7.3	32075	4.5	4.5	4.5	4.5	4.5	14.5	24.5	24.5	14.5	14.5	PG	32000000	Wilson,Stuart(II)	Zoe(I)	Scorsese,Martin(I)	Wharton,Edith	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
The Agony and the Ecstasy	1965	10000000	138	7.2	4124	4.5	4.5	4.5	4.5	4.5	14.5	34.5	24.5	4.5	4.5		4000000	Venantini,Venantino	Cilento,Diane	Reed,Carol(I)	Stone,Irving	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
The Air I Breathe	2007	10000000	95	6.9	30407	4.5	4.5	4.5	4.5	4.5	14.5	24.5	24.5	4.5	14.5	R	858728	Zundel,Lenny	Wuhrer,Kari	Lee,Jieho	Lee,Jieho	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
The Air Up There	1994	17080000	107	5.4	6980	4.5	4.5	4.5	14.5	24.5	24.5	14.5	4.5	4.5	4.5	PG	21011500	Tjatji,Bright	Vazquez,Yolanda(I)	Glaser,PaulMichael	Apple,Max	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
The Alamo	1960	12000000	192	6.9	9614	4.5	4.5	4.5	4.5	4.5	14.5	24.5	14.5	4.5	4.5		17262932	Wright,Jim(II)	Wayne,Toni	Wayne,John(I)	Grant,JamesEdward	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0
The Alamo	2004	95000000	137	6.0	15538	4.5	4.5	4.5	4.5	14.5	24.5	24.5	14.5	4.5	4.5	PG-13	362004858	Zubiate,Daniel	Taylor,Ann(XI)	Hancock,JohnLee	Hancock,JohnLee	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0
The Amazing Spider-Man	2012	230000000	136	7.7	883	4.5	4.5	4.5	4.5	4.5	4.5	14.5	24.5	14.5	24.5	PG-13	696859765	Zylka,Chris	Wittman,BreAnnaChérie	Webb,Marc(I)	Zurhellen,John	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
The Amazing Spider-Man 2	2014	200000000	142	7.4	195	4.5	4.5	4.5	4.5	4.5	4.5	14.5	14.5	4.5	34.5	PG-13	703664064	Zeiss,James	Williams,KellyP.	Webb,Marc(I)	Vanderbilt,James	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
The Amazing Truth About Queen Raquela	2008	400000	80	6.1	195	4.5	4.5	4.5	4.5	14.5	14.5	14.5	14.5	4.5	24.5	R	12812	Snorrason,EggertHorgdal	Yap,Alexsis	Johannesson,OlafdeFleur	Thorsteinsson,Thor	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
The American	2010	20000000	105	6.3	72581	4.5	4.5	4.5	4.5	14.5	24.5	24.5	14.5	4.5	4.5	R	67876281	Vauramo,Samuel	Reuten,Thekla	Corbijn,Anton	Joffe,Rowan	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
The American President	1995	62000000	114	6.8	39619	4.5	4.5	4.5	4.5	4.5	14.5	24.5	14.5	4.5	4.5	PG-13	112800000	vonFranckenstein,Clement	Winchester,Maud	Reiner,Rob	Sorkin,Aaron	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
The Amityville Horror	2005	19000000	90	6.0	70199	4.5	4.5	4.5	4.5	14.5	24.5	24.5	14.5	4.5	4.5	R	108047131	Taitano,José	Thomas,Lenore	Douglas,Andrew(IV)	Stern,Sandor(I)	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
The Andromeda Strain	1971	6500000	115	7.2	23034	4.5	4.5	4.5	4.5	4.5	14.5	24.5	24.5	14.5	4.5		12376563	Whiteman,Russ	Thayer,Lorna	Wise,Robert(I)	Gidding,Nelson	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
The Animal	2001	22000000	84	4.8	42553	4.5	4.5	4.5	14.5	24.5	14.5	14.5	4.5	4.5	4.5	R	647185121	Wilson,Scott(I)	Zir,Lindsay	Greenfield,Luke	Schneider,Rob(I)	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
The Ant Bully	2006	50000000	88	5.9	27395	4.5	4.5	4.5	4.5	14.5	24.5	24.5	4.5	4.5	4.5	PG	55181129	Wingert,Wally	Watson-Johnson,Vernee	Davis,JohnA.(I)	Nickle,John	0	0	1	0	0	0	0	0	1	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
The Apartment	1960	3000000	125	8.3	90341	4.5	4.5	4.5	4.5	4.5	4.5	14.5	24.5	24.5	24.5		25000000	White,David(II)	Stevens,Naomi(I)	Wilder,Billy	Wilder,Billy	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
The Apostle	1997	5000000	89	7.2	11064	4.5	4.5	4.5	4.5	4.5	14.5	24.5	24.5	14.5	14.5	PG-13	291933376	White,Steve(XXXI)	Woods,Melete	Duvall,Robert	Duvall,Robert	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
The Apparition	2012	17000000	83	4.1	14697	14.5	14.5	14.5	14.5	14.5	14.5	4.5	4.5	4.5	4.5	PG-13	31631616	Williams,Tim(I)	Serendib,Meena	Lincoln,Todd	Lincoln,Todd	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
The Arab	1915	18328	50	5.1	17	14.5	14.5	0	14.5	24.5	14.5	0	0	0	14.5		68527	Selwyn,Edgar	Robinson,Gertrude	DeMille,CecilB.	Selwyn,Edgar	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
The AristoCats	1970	4000000	78	7.1	48530	4.5	4.5	4.5	4.5	4.5	14.5	34.5	24.5	4.5	14.5		91127915	Winchell,Paul(I)	Shelley,Carole	Reitherman,Wolfgang	Wright,Ralph(I)	0	0	1	0	0	0	0	0	1	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
The Arrival	1996	25000000	115	6.3	23112	4.5	4.5	4.5	4.5	14.5	24.5	24.5	14.5	4.5	4.5	PG-13	69352809	Zepeda,Jorge(VI)	Voltaire,Jacqueline	Twohy,David	Twohy,David	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
The Art of War	2000	40000000	116	4.6	43	34.5	4.5	4.5	4.5	4.5	4.5	4.5	4.5	0	14.5	R	325833288	Yuan,Ron	Sweeney,Michelle	Duguay,Christian(I)	Beach,Wayne(I)	1	0	0	1	0	1	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
The Assassination of Jesse James by the Coward Robert Ford	2007	30000000	160	7.6	123141	4.5	4.5	4.5	4.5	4.5	14.5	24.5	24.5	14.5	14.5	R	50356999	Woroby,Trevor	Yanchak,Laryssa	Dominik,Andrew	Hansen,Ron(I)	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0
The Astronaut Farmer	2006	13000000	104	6.3	18730	4.5	4.5	4.5	4.5	14.5	24.5	24.5	14.5	4.5	4.5	PG	53724499	Willis,Bruce	Wiggins,Hannah	Polish,Michael	Polish,Michael	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
The Astronaut's Wife	1999	75000000	109	5.3	41701	4.5	4.5	4.5	14.5	24.5	24.5	14.5	4.5	4.5	4.5	R	117846437	Wicker,Timothy	Theron,Charlize	Ravich,Rand	Ravich,Rand	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
The Avengers	1998	60000000	89	3.7	33205	14.5	14.5	14.5	14.5	14.5	4.5	4.5	4.5	4.5	4.5	PG-13	25200000	Woodeson,Nicholas	Thurman,Uma	Chechik,JeremiahS.	Newman,Sydney(I)	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
